file,slot,mean_x,mean_y,std_x,std_y,rank_std
skillcorner_match2015213_dynamic_train_attacker_centric.npz,1,48.93012619018555,23.17560577392578,22.736783981323242,14.121099472045898,3.267613413425125
skillcorner_match2015213_dynamic_train_attacker_centric.npz,2,47.237335205078125,41.38365173339844,19.03493309020996,17.58153533935547,1.4095015369656083
skillcorner_match2015213_dynamic_train_attacker_centric.npz,3,64.27550506591797,28.596101760864258,17.03731918334961,16.07941436767578,1.271368950319431
skillcorner_match2015213_dynamic_train_attacker_centric.npz,4,46.178993225097656,28.644128799438477,18.463871002197266,17.90030288696289,1.737171076375827
skillcorner_match2015213_dynamic_train_attacker_centric.npz,5,29.718860626220703,35.289894104003906,21.196016311645508,11.130766868591309,2.428761168449753
skillcorner_match2015213_dynamic_train_attacker_centric.npz,6,50.459373474121094,38.749691009521484,22.16227149963379,12.848984718322754,3.768217364859484
skillcorner_match2015213_dynamic_train_attacker_centric.npz,7,55.838809967041016,32.759334564208984,18.84320068359375,14.30780029296875,2.2322539461528033
skillcorner_match2015213_dynamic_train_attacker_centric.npz,8,51.89133071899414,36.664283752441406,19.81966781616211,19.73893165588379,2.3245645927684375
skillcorner_match2015213_dynamic_train_attacker_centric.npz,9,50.07012176513672,31.356367111206055,21.49628448486328,15.29131031036377,3.660867215093449
skillcorner_match2015213_dynamic_train_attacker_centric.npz,10,47.30759811401367,38.18910598754883,21.570772171020508,19.104286193847656,2.8251805830166683
skillcorner_match2017461_dynamic_train_attacker_centric.npz,0,59.138614654541016,39.93849563598633,21.923540115356445,17.3680477142334,2.3030187356710763
skillcorner_match2017461_dynamic_train_attacker_centric.npz,1,63.918006896972656,27.11435890197754,21.983400344848633,15.473254203796387,2.2067052433177943
skillcorner_match2017461_dynamic_train_attacker_centric.npz,2,54.44866180419922,32.430877685546875,21.371952056884766,14.337213516235352,1.509283276779737
skillcorner_match2017461_dynamic_train_attacker_centric.npz,3,51.706783294677734,38.861209869384766,19.374975204467773,14.694271087646484,1.586967607456054
skillcorner_match2017461_dynamic_train_attacker_centric.npz,4,47.005306243896484,35.634727478027344,29.773059844970703,11.725385665893555,4.506226566583508
skillcorner_match2017461_dynamic_train_attacker_centric.npz,5,55.4704475402832,42.06635284423828,23.437759399414062,15.28586196899414,2.99433582598543
skillcorner_match2017461_dynamic_train_attacker_centric.npz,6,52.393577575683594,30.43775749206543,23.424840927124023,12.68526554107666,3.5225350194545966
skillcorner_match2017461_dynamic_train_attacker_centric.npz,7,29.451204299926758,27.336212158203125,21.889896392822266,12.220429420471191,2.2939572962638506
skillcorner_match2017461_dynamic_train_attacker_centric.npz,8,42.52924728393555,36.27010726928711,20.47311019897461,14.099900245666504,1.6968194510784476
skillcorner_match2017461_dynamic_train_attacker_centric.npz,9,55.20195007324219,28.08674430847168,22.17397117614746,17.407127380371094,2.5260478070631947
skillcorner_match2017461_dynamic_train_attacker_centric.npz,10,60.34278106689453,47.460548400878906,22.72728729248047,13.8978271484375,2.539188771556897
